,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,year,month
735,6423,Green Day: Rock Band,PS3,Harmonix Music Systems,MTV Games,,,0.41,0.19,0.15,,0.07,2010,06
736,6424,Jampack Volume 10,PS2,Sony Computer Entertainment America,Sony Computer Entertainment,,,0.41,0.2,0.16,,0.05,2004,04
737,6425,Dexter's Laboratory Deesaster Strikes,GBA,Virtucraft,BAM! Entertainment,6.5,,0.41,0.3,0.11,,0.01,2001,09
738,6426,NFL GameDay 2004,PS2,989 Sports,Sony Computer Entertainment,,,0.41,0.2,0.16,,0.05,2003,08
739,6427,Tomb Raider: The Last Revelation,PC,Core Design Ltd.,Eidos Interactive,,,0.41,0.41,0.0,,,1999,10
740,6428,Scooby-Doo and the Cyber Chase,GBA,Software Creations,THQ,,,0.41,0.3,0.11,,0.01,2001,12
741,6429,Pro Evolution Soccer 2011,PS2,Konami,Konami,,,0.41,0.04,0.21,0.05,0.11,2010,11
742,6430,Football Manager Handheld 2011,PSP,Sports Interactive,Sega,,,0.41,,0.28,,0.14,2010,11
743,6431,Sega Rally Championship 2,DC,Sega-AM3,Sega,8.5,,0.41,,,0.41,,1999,10
744,6432,Quake II,PS,HammerHead Ltd.,Activision,,,0.41,0.23,0.16,,0.03,1999,10
745,6433,Crash of the Titans,PS2,Unknown,Sierra Entertainment,,,0.41,0.34,0.01,,0.06,2007,10
746,6434,Tom Clancy's HAWX 2,PS3,Ubisoft Bucharest,Ubisoft,,,0.41,0.21,0.12,0.03,0.05,2010,09
747,6435,MLB 10: The Show,PS2,SCEA San Diego Studios,Sony Computer Entertainment,,,0.41,0.2,0.16,,0.05,2010,03
748,6436,Wheel of Fortune: 2nd Edition,PS,Artech Studios,Hasbro Interactive,,,0.41,0.23,0.16,,0.03,2000,10
749,6437,Osmos,PC,Hemisphere Games,Hemisphere Games,7.8,,,,,,,2009,08
750,6438,Tom Clancy's Rainbow Six: Lockdown,XB,Red Storm Entertainment,Ubisoft,,,0.41,0.26,0.13,,0.02,2005,09
751,6439,TimeShift,X360,Saber Interactive,Sierra Entertainment,7.0,,0.41,0.36,0.02,,0.03,2007,10
752,6440,Star Wars The Clone Wars: Republic Heroes,PSP,Krome Studios,LucasArts,,,0.41,0.21,0.13,,0.07,2009,10
753,6441,Jamestown: Legend of the Lost Colony,PC,Final Form Games,Unknown,8.3,,,,,,,2011,06
754,6442,Cool Boarders 2001,PS,Idol Minds Digital Entertainment,Sony Computer Entertainment,,,0.41,0.23,0.16,,0.03,2000,10
755,6443,Radiata Stories,PS2,tri-Ace,Square Enix,7.7,,0.65,0.18,0.14,0.29,0.05,2005,09
756,6444,Grudge Warriors,PS,Tempest Software,Take-Two Interactive,,,0.41,0.23,0.16,,0.03,2000,06
757,6445,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,KCET,Konami,,,0.41,,,0.39,0.03,2001,03
758,6446,300: March to Glory,PSP,Collision Studios,Warner Bros. Interactive,4.9,,0.41,0.27,0.08,,0.07,2007,02
759,6447,Call of Duty: Modern Warfare: Mobilized,DS,n-Space,Activision,7.6,,0.41,0.36,0.02,,0.03,2009,11
760,6448,Mobile Suit Gundam,SAT,CRI,Bandai,,,0.41,,,0.41,,1995,12
761,6449,Marvel Super Hero Squad,DS,Halfbrick Studios,THQ,,,0.41,0.36,0.02,,0.03,2009,10
762,6450,Cars: Race-O-Rama,PSP,Rainbow Studios,THQ,,,0.41,0.29,0.07,,0.06,2009,10
763,6451,LEGO The Lord of the Rings,3DS,TT Fusion,Warner Bros. Interactive Entertainment,,,0.41,0.21,0.17,,0.03,2012,10
764,6452,Jimmy Neutron: Boy Genius,PS2,Big Sky Software,THQ,,,0.41,0.2,0.16,,0.05,2002,09
765,6453,X-Men: The Official Game,PS2,"Z-Axis, Ltd.",Activision,,,0.41,0.2,0.16,,0.05,2006,05
766,6454,Freebie,PC,hyperboreanGames,Unknown,,,,,,,,,
767,6455,E0: Enemy Zero,SAT,Warp,Sega,,,0.41,,,0.41,0.0,1997,10
768,6456,JumpStart: Escape from Adventure Island,Wii,Knowledge Adventure Inc.,Knowledge Adventure,,,0.41,0.38,,,0.03,2009,11
769,6457,Nicktoons: Unite!,PS2,Blue Tongue,THQ,,,0.41,0.34,0.01,,0.06,2005,10
770,6458,Farming Simulator 2015,PS4,Giants Software,Focus Home Interactive,,,0.41,0.13,0.22,,0.07,2015,05
771,6459,NASCAR Racing,PS,Papyrus,Sierra Entertainment,,,0.41,0.23,0.16,,0.03,1996,09
772,6460,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,Hudson Soft,Hudson Soft,,,0.41,,,0.41,,2009,11
773,6461,Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,Millennium Kitchen,Sony Computer Entertainment,,,0.41,,,0.41,,2002,07
774,6462,WWE All Stars,PS3,THQ,THQ,7.6,,0.41,0.16,0.18,,0.07,2011,03
775,6463,Medal of Honor Heroes 2,Wii,Team Fusion,Electronic Arts,,,0.41,0.33,0.04,0.01,0.03,2007,11
776,6464,Cars: Mater-National Championship,PS3,Rainbow Studios,THQ,,,0.41,0.37,0.01,,0.03,2007,10
777,6465,BlazBlue: Continuum Shift,PS3,Arc System Works,Aksys Games,8.7,,0.41,0.21,0.08,0.09,0.04,2010,07
778,6466,Command & Conquer: Red Alert,PS,Westwood Studios,Westwood Studios,7.8,,0.41,0.23,0.16,,0.03,1997,10
779,6467,Tales of Zestiria,PC,Namco Bandai Games,Namco Bandai Games,,,,,,,,2015,10
780,6468,AKB1/48: Idol to Guam de Koishitara...,PSP,Bandai Namco Games,Namco Bandai,,,0.4,,,0.4,,2011,10
781,6469,Dig Dug,NES,Namco,Namco,,,0.41,,,0.41,,1985,06
782,6470,Itadaki Street DS,DS,Armor Project / Think Garage,Square Enix,,,0.41,,,0.41,,2007,06
783,6471,Ogre Battle 64: Person of Lordly Caliber,N64,Quest Corporation,Atlus,9.1,,0.41,0.1,0.02,0.25,0.04,2000,10
784,6472,RalliSport Challenge 2,XB,Digital Illusions,Microsoft Game Studios,,,0.27,0.18,0.08,,0.01,2004,05
785,6473,SD Gundam G Generation Spirits,PS2,Tom Create,Namco Bandai,,,0.38,,,0.38,,2007,11
786,6474,Shin Megami Tensei: Persona 4    Read the review,PS2,Atlus,Atlus,9.2,,0.82,0.34,0.04,0.36,0.08,2008,12
787,6475,Superman: The New Superman Adventures,N64,Titus Software,Titus,,,0.41,0.33,0.07,,0.0,1999,05
788,6476,Project CARS,XOne,Slightly Mad Studios,Bandai Namco Games,,,0.41,0.21,0.16,,0.04,2015,05
789,6477,Fantastic Pets,X360,Blitz Game Studios,THQ,,,0.41,0.3,0.08,,0.04,2011,04
790,6478,NiGHTS: Journey of Dreams,Wii,Sonic Team,Sega,7.0,9.1,0.41,0.32,0.02,0.04,0.03,2007,12
791,6479,The Terminator: Dawn of Fate,PS2,Paradigm Entertainment,Atari,,,0.41,0.2,0.16,,0.05,2002,09
792,6480,Rogue Galaxy: Director's Cut,PS2,Level 5,Sony Computer Entertainment,,,0.41,0.2,0.16,,0.05,2007,03
793,6481,Transformers: Revenge of the Fallen,PSP,Savage Entertainment,Activision,3.8,,0.41,0.17,0.15,,0.08,2009,06
794,6482,Armored Core,PS,From Software,Sony Computer Entertainment,7.2,,0.41,0.13,0.09,0.16,0.03,1997,10
795,6483,James Patterson Women's Murder Club: Games of Passion,DS,Griptonite Games,THQ,,,0.41,0.15,0.22,,0.05,2009,09
796,6484,Top Spin 4,X360,2K Czech,2K Sports,8.2,,0.41,0.15,0.22,,0.04,2011,03
797,6485,Densha De Go! 2,PS,Taito Corporation,Taito,,,0.41,,,0.38,0.03,1999,03
798,6486,SpongeBob SquigglePants,Wii,WayForward Technologies,THQ,5.4,,0.41,0.35,0.03,,0.03,2011,04
799,6487,Mass Effect Trilogy,X360,BioWare,Electronic Arts,,,0.41,0.28,0.09,,0.04,2012,11
800,6488,Monster Jam: Urban Assault,Wii,Torus Games,Activision,,,0.41,0.38,0.0,,0.03,2008,10
801,6489,Harry Potter and the Deathly Hallows - Part 1,DS,EA Bright Light,Electronic Arts,,,0.41,0.19,0.18,,0.04,2010,11
802,6490,Katamari Forever,PS3,Bandai Namco Games,Namco Bandai,7.3,,0.41,0.26,0.05,0.06,0.04,2009,09
803,6491,Madden NFL Football,3DS,EA Tiburon,EA Sports,4.5,,0.41,0.37,0.01,,0.03,2011,03
804,6492,Harvest Moon: Grand Bazaar,DS,Marvelous Interactive,Natsume,,,0.41,0.21,0.05,0.13,0.02,2010,08
805,6493,Sword Art Online: Lost Song,PSV,Namco Bandai Games,Namco Bandai Games,,,0.41,0.08,0.04,0.24,0.04,2015,11
806,6494,Band Hero,PS2,Vicarious Visions,Activision,6.0,,0.41,0.15,0.06,,0.2,2009,11
807,6495,UEFA Euro 2008 Austria-Switzerland,PS3,Unknown,Electronic Arts,,,0.41,0.08,0.27,,0.06,2008,05
808,6496,Armored Core 2: Another Age,PS2,From Software,Agetec,,,0.41,0.11,0.08,0.19,0.03,2001,08
809,6497,Buzz! Junior: Jungle Party,PS2,Cohort Studios,Sony Computer Entertainment,,,0.41,0.2,0.16,,0.05,2007,10
810,6498,Mortal Kombat: Deadly Alliance,GC,Midway,Midway Games,8.6,,0.41,0.31,0.08,,0.01,2002,11
811,6499,NBA 2K11,PS2,Visual Concepts,2K Sports,,,0.41,0.34,0.01,,0.06,2010,10
812,6500,Pro Pinball,PS,Cunning Developments,Interplay,,,0.41,0.23,0.15,,0.03,1996,09
813,6501,'98 Koshien,PS,Magical Company,Magical Company,,,0.41,0.15,0.1,0.12,0.03,1998,06
814,6502,NBA 2K9,PS2,Visual Concepts,2K Sports,7.0,,0.41,0.34,0.01,,0.06,2008,10
815,6503,Up,PSP,THQ,THQ,,,0.41,0.24,0.09,,0.07,2009,05
816,6504,Green Day: Rock Band,X360,Harmonix Music Systems,MTV Games,7.8,,0.41,0.24,0.13,,0.04,2010,06
817,6505,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,Konami Computer Entertainment Japan,Konami,,,0.41,,,0.4,0.01,2001,07
818,6506,Nintendo Labo: Toy-Con 03 Vehicle Kit,NS,Nintendo EPD,Nintendo,7.0,,0.41,0.16,0.15,0.06,0.03,2018,09
819,6507,Just Dance 2015,PS4,Ubisoft Paris,Ubisoft,,,0.41,0.21,0.13,,0.07,2014,10
820,6508,Marvel: Ultimate Alliance 2,PS2,n-Space,Activision,,,0.41,0.23,0.02,,0.16,2009,09
821,6509,LEGO Harry Potter: Years 5-7,3DS,TT Fusion,Warner Bros. Interactive,,,0.41,0.18,0.19,,0.03,2011,11
822,6510,Mario no Super Picross,SNES,Jupiter Multimedia,Nintendo,,7.5,0.41,,,0.41,0.0,1995,09
823,6511,"Ed, Edd n Eddy: The Mis-Edventures",PS2,A2M,Midway Games,4.8,,0.41,0.34,0.01,,0.06,2005,11
824,6512,Jikkyou Powerful Pro Yakuu '94,SNES,Konami,Konami,,,0.41,,,0.41,,1994,03
825,6513,Sword Art Online: Hollow Realization,PS4,Aquria,Namco Bandai Games,,,0.41,0.18,0.06,0.12,0.05,2016,11
826,6514,Disney's Tarzan Untamed,PS2,Ubisoft Montreal,Ubisoft,,,0.41,0.2,0.16,,0.05,2001,11
827,6515,Battlefield 2: Modern Combat,X360,Digtal Illusions,Electronic Arts,7.8,,0.41,0.35,0.02,0.01,0.03,2006,04
828,6516,Theatrhythm Final Fantasy: Curtain Call,3DS,Square Enix,Square Enix,,,0.41,0.16,0.08,0.15,0.02,2014,09
829,6517,Knockout Kings 2001,PS,EA Sports,EA Sports,,,0.41,0.23,0.15,,0.03,2000,10
830,6518,From Russia with Love,PS2,EA Redwood Shores,Electronic Arts,,,0.41,0.34,0.01,,0.06,2005,11
831,6519,Shadow Tactics: Blades of the Shogun,PC,Mimimi Productions,Daedalic Entertainment,8.3,,,,,,,2016,12
832,6520,Destiny: The Collection,XOne,Bungie,Activision,,,0.41,0.25,0.12,,0.04,2016,09
833,6521,NBA Jam,Wii,EA Canada,EA Sports,8.0,,0.41,0.36,0.02,,0.02,2010,10
834,6522,Hyperdimension Neptunia Re;Birth1,PC,Compile Heart,Unknown,,,,,,,,,
835,6523,Just Dance Kids 2,X360,Ubisoft,Ubisoft,,,0.41,0.29,0.08,,0.03,2011,10
836,6524,Rune Factory 3: A Fantasy Harvest Moon,DS,Neverland Company,Natsume,8.0,,0.41,0.26,0.03,0.1,0.02,2010,11
837,6525,Naughty Bear,X360,Artificial Mind and Movement,505 Games,4.4,,0.41,0.21,0.15,,0.04,2010,06
838,6526,Minority Report: Everybody Runs,PS2,Treyarch,Activision,,,0.41,0.2,0.15,,0.05,2002,11
839,6527,Spider-Man: Web of Shadows,X360,Shaba Games / Treyarch,Activision,6.6,,0.4,0.36,0.02,,0.03,2008,10
840,6528,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,Various,Sony Computer Entertainment,,,0.4,0.23,0.15,,0.03,2003,10
841,6529,Six Flags Fun Park,Wii,7 Studios,Ubisoft,,,0.4,0.27,0.09,,0.04,2009,03
842,6530,NFL GameDay 2002,PS,989 Sports,Sony Computer Entertainment,,,0.4,0.23,0.15,,0.03,2001,08
843,6531,Pengo,2600,Atari,Atari,,,0.4,0.38,0.02,,0.0,1984,01
844,6532,Mouse Trap,2600,Coleco,Coleco,,,0.4,0.38,0.02,,0.0,1982,01
845,6533,Tak and the Power of Juju,GC,Avalanche Software,THQ,,,0.4,0.31,0.08,,0.01,2003,10
846,6534,TNA iMPACT!,PS3,Midway Studios Los Angeles,Midway Games,6.3,,0.4,0.22,0.12,,0.06,2008,09
847,6535,Eternal Darkness: Sanity's Requiem,GC,Silicon Knights,Nintendo,9.3,,0.44,0.34,0.09,,0.01,2002,06
848,6536,Beowulf: The Game,X360,Ubisoft,Ubisoft,4.9,,0.4,0.36,0.01,,0.03,2007,11
849,6537,Cabela's Big Game Hunter 2010,PS3,Cauldron,Activision,,,0.4,0.37,,,0.03,2009,09
850,6538,Skylanders: SuperChargers,XOne,Vicarious Visions,Activision,,,0.4,0.31,0.05,,0.04,2015,09
851,6539,NBA Jam,PS3,EA Tiburon,EA Sports,,,0.4,0.22,0.12,,0.06,2010,11
852,6540,Medarot: Kabuto / Kuwagata Version,GB,Natsume,Imagineer,,,0.4,,,0.4,0.0,1997,11
853,6541,Moshi Monsters: Moshlings Theme Park,DS,"Black Lantern Studios, Inc.",Activision,,,0.4,0.03,0.35,,0.03,2012,10
854,6542,NBA 2K10,PS2,Visual Concepts,2K Sports,,,0.4,0.33,0.01,,0.05,2009,10
855,6543,Defender,PS2,7 Studios,Midway Games,,,0.4,0.2,0.15,,0.05,2002,10
856,6544,NFL GameDay 2003,PS2,989 Sports,Sony Computer Entertainment,,,0.4,0.2,0.15,,0.05,2002,08
857,6545,Turbo Dismount,PC,Secret Exit Ltd.,Unknown,,,,,,,,,
858,6546,Style Lab: Makeover,DS,Jet Black Games,Ubisoft,,,0.4,0.34,0.04,,0.03,2009,11
859,6547,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,Bandai Namco Games,Namco Bandai,,,0.4,,,0.4,,2009,11
860,6548,Congo Bongo,2600,Sega,Sega,,,0.4,0.37,0.02,,0.0,1983,01
861,6549,Overlord,X360,Triumph Studios,Codemasters,7.7,,0.4,0.34,0.03,0.01,0.03,2007,06
862,6550,Rapala Pro Bass Fishing 2010,X360,FUN Labs,Activision,,,0.4,0.32,0.05,,0.03,2010,09
863,6551,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,PC,marbenx,Unknown,,,,,,,,,
864,6552,Gauntlet: Seven Sorrows,PS2,Midway Studios San Diego,Midway Games,,,0.4,0.2,0.15,,0.05,2005,12
865,6553,Harry Potter: Quidditch World Cup,GC,Electronic Arts,Electronic Arts,7.2,,0.4,0.31,0.08,,0.01,2003,10
866,6554,Warriors Orochi 2 (JP sales),PS2,Omega Force,KOEI,,,0.4,,,0.4,,2008,09
867,6555,Dragon Warrior Monsters 2: Tara's Adventure,GB,TOSE Software,Enix,,,0.4,,,0.4,,2001,09
868,6556,The Chronicles of Narnia: Prince Caspian,PS2,Traveller's Tales,Disney Interactive Studios,,,0.4,0.2,0.15,,0.05,2008,05
869,6557,The Incredibles: Rise of the Underminer,GBA,Helixe,THQ,,,0.4,0.29,0.11,,0.01,2005,11
870,6558,Pet in TV,PS,SCE,Sony Computer Entertainment,,,0.4,,,0.38,0.03,1998,08
871,6559,The Gunstringer,X360,Twisted Pixel Games,Microsoft Studios,7.6,,0.4,0.26,0.1,,0.04,2011,09
872,6560,Battalion Wars,GC,Kuju Entertainment,Nintendo,,,0.4,0.25,0.07,0.07,0.01,2005,09
873,6561,NBA ShootOut 2000,PS,989 Sports,989 Studios,,,0.4,0.22,0.15,,0.03,1999,11
874,6562,Power Rangers: Dino Thunder,GC,Pacific Coast Power & Light,THQ,5.3,,0.4,0.31,0.08,,0.01,2004,09
875,6563,Wall-E,PS3,Heavy Iron Studios,THQ,,,0.4,0.12,0.21,,0.08,2008,06
876,6564,Samurai Shodown,SNES,Takara,Takara,,,0.4,,,0.4,0.0,1994,11
877,6565,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009    Read the review,DS,Konami,Konami,7.5,,0.4,0.27,0.01,0.09,0.03,2009,05
878,6566,Sid Meier's Civilization: Beyond Earth,PC,Firaxis Games,2K Games,,,0.4,0.14,0.23,,0.03,2014,10
879,6567,Disney Sing It! High School Musical 3: Senior Year,PS3,Zoe Mode,Disney Interactive Studios,,,0.4,0.08,0.26,,0.06,2009,02
880,6568,MLB 15: The Show,PS3,SCE San Diego Studio,Sony Computer Entertainment America,,,0.4,0.32,0.01,,0.08,2015,03
881,6569,James Cameron's Avatar: The Game,DS,Ubisoft Montreal,Ubisoft,6.4,,0.4,0.18,0.18,,0.04,2009,12
882,6570,Salt and Sanctuary,PC,Ska Studios,Ska Studios,,,,,,,,2016,03
883,6571,LEGO The Hobbit,PC,Traveller's Tales,Warner Bros. Interactive Entertainment,,,0.05,,0.05,,0.0,2014,04
884,6572,Fighting Vipers,SAT,Sega-AM2,Sega,8.0,,0.4,,,0.4,0.0,1996,11
885,6573,NCAA GameBreaker 2000,PS,Red Zone Entertainment,989 Studios,,,0.4,0.22,0.15,,0.03,1999,07
886,6574,Transformers: Fall of Cybertron,PS3,High Moon Studios,Activision,,,0.4,0.19,0.15,,0.06,2012,08
887,6575,The Legend of Spyro: Dawn of the Dragon,PS2,Etranges Libellules,Sierra Entertainment,,,0.4,0.12,0.01,,0.27,2008,10
888,6576,Monster Trucks Mayhem,Wii,Team6 Game Studios,Zoo Games,,,0.4,0.38,,,0.02,2009,09
889,6577,13 Sentinels: Aegis Rim    Read the review,PS4,Vanillaware,Atlus,,,,,,,,2020,09
890,6578,AKB1/48: Idol to Koishitara...,PSP,Bandai Namco Games,Namco Bandai,,,0.41,,,0.41,,2010,12
891,6579,ArmA: Armed Assault,PC,Bohemia Interactive Studio,Unknown,,,,,,,,,
892,6580,Dynasty Warriors 8,All,Omega Force,Unknown,,,,,,,,,
893,6581,Gundam Breaker,All,Namco Bandai Games,Unknown,,,,,,,,,
894,6582,Imperialism,All,Frog City Software,Unknown,,,,,,,,,
895,6583,Imperialism II: Age of Exploration,All,Frog City Software,Unknown,,,,,,,,,
896,6584,John Madden Football,GEN,Park Place Productions,Electronic Arts,,,,,,,,1990,01
897,6585,Jurassic Park: Operation Genesis,All,Blue Tongue Entertainment,Unknown,,,,,,,,,
898,6586,Mortal Kombat Mythologies: Sub-Zero,N64,Avalanche Software,Midway Games,,,0.4,0.32,0.07,,0.0,1997,12
899,6587,NFL Quarterback Club 2000,N64,Iguana Entertainment,Acclaim Entertainment,,,0.4,0.37,0.03,,0.0,1999,08
900,6588,Project X Zone,3DS,Banpresto,Namco Bandai Games,6.5,,0.4,0.18,0.04,0.15,0.02,2013,06
901,6589,Root Letter,All,Kadokawa Games,Unknown,,,,,,,,,
902,6590,RR64: Ridge Racer 64,N64,Nintendo Software Technology Corporation,Nintendo,,,0.4,0.32,0.07,,0.0,2000,02
903,6591,Sid Meier's Railroad Tycoon Deluxe,All,MPS Labs,Unknown,,,,,,,,,
904,6592,Tales of Zesteria,PS3,Unknown,Namco Bandai Games,,,0.6,0.07,0.07,0.42,0.03,2015,10
905,6593,The Hitchhiker's Guide to the Galaxy,PC,"Infocom, Inc.",Infocom,,,,,,,,1984,01
906,6594,The Settlers,PC,Blue Byte,SSI,,,,,,,,1993,01
907,6595,Top Gear Rally,N64,Boss Game Studios,Kemco,,,0.4,0.32,0.07,,0.0,1997,10
908,6596,Ultima IV: Quest of the Avatar,All,Origin Systems,Unknown,,,,,,,,,
909,6597,18 Wheeler: American Pro Trucker,PS2,Acclaim Studios Cheltenham,Acclaim Entertainment,6.0,,0.4,0.2,0.15,,0.05,2001,11
910,6598,Atari Anthology,PS2,Digital Eclipse,Atari,,,0.4,0.33,0.01,,0.05,2004,11
911,6599,Bugs Bunny: Lost in Time,PS,Behaviour Interactive Inc.,Infogrames,7.0,,0.4,0.22,0.15,,0.03,1999,05
912,6600,Marvel: Ultimate Alliance,Wii,Vicarious Visions,Activision,6.9,,0.4,0.36,0.01,,0.03,2006,11
913,6601,Hot Wheels: Beat That!,PS2,Eutechnyx,Activision,,,0.4,0.2,0.15,,0.05,2007,09
914,6602,MLB 2006,PS2,989 Sports,Sony Computer Entertainment,,,0.4,0.33,0.01,,0.05,2005,03
915,6603,Savage Lands,PC,Last Bastion Studios LLC,Unknown,,,,,,,,,
916,6604,Brunswick Pro Bowling,PS2,Point of View,Crave Entertainment,,,0.4,0.2,0.15,,0.05,2007,08
917,6605,My Virtual Tutor: Reading Adventure First to Second Grade,DS,1st Playable Productions,Mentor Interactive,,,0.4,0.37,,,0.03,2009,09
918,6606,Rocket Power: Dream Scheme,GBA,Helixe,THQ,,,0.4,0.29,0.11,,0.01,2001,11
919,6607,Sega Superstars Tennis,PS3,Sumo Digital,Sega,6.8,,0.4,0.13,0.2,,0.07,2008,03
920,6608,MX vs. ATV Unleashed,XB,Rainbow Studios,THQ,,,0.4,0.32,0.07,,0.01,2005,03
921,6609,Rampage: Total Destruction,GC,"Pipeworks Software, Inc.",Midway Games,,,0.4,0.31,0.08,,0.01,2006,04
922,6610,Spore Hero,Wii,Maxis,Electronic Arts,5.8,,0.4,0.35,0.02,,0.03,2009,10
923,6611,The Urbz: Sims in the City,GC,Maxis,Electronic Arts,7.6,,0.4,0.24,0.14,,0.02,2004,11
924,6612,Road Rash: Jailbreak,PS,Electronic Arts,Electronic Arts,,,0.4,0.22,0.15,,0.03,1999,12
925,6613,WWE SmackDown! vs. RAW 2006,PSP,Yuke's,THQ,8.1,,0.4,0.36,0.01,,0.03,2005,12
926,6614,Mother 3,GBA,Brownie Brown / HAL Laboratory / Nintendo SPD Production Group No. 3,Nintendo,,,0.4,,,0.39,0.01,2006,04
927,6615,Nicktoons: Freeze Frame Frenzy,GBA,Altron,THQ,,,0.4,0.29,0.11,,0.01,2004,09
928,6616,Winter Sports 2: The Next Challenge,Wii,49Games,Crave Entertainment,,,0.4,0.17,0.19,,0.04,2008,11
929,6617,Rocket League,NS,Psyonix Studios,505 Games,9.2,,0.4,0.21,0.16,,0.03,2018,01
930,6618,Transformers: The Game,PS3,Traveller's Tales,Activision,,,0.4,0.32,0.03,0.01,0.04,2007,06
931,6619,The Darkness II,X360,Digital Extremes,2K Games,,,0.4,0.25,0.11,,0.03,2012,02
932,6620,The Lego Ninjago Movie Videogame,NS,Traveller's Tales,Warner Bros. Interactive Entertainment,,,0.4,0.21,0.15,,0.03,2017,09
933,6621,Tales of Eternia,PSP,Namco,Ubisoft,8.0,,0.26,,0.01,0.25,0.0,2006,02
934,6622,Ghostbusters: The Video Game,DS,Zen Studios Inc.,Atari,,,0.4,0.24,0.12,,0.04,2009,06
935,6623,You Don't Know Jack,PS,"Starsphere Interactive, Inc.",Sierra Entertainment,8.5,,0.4,0.22,0.15,,0.03,1999,09
936,6624,Momotaro Dentetsu 2017: Tachiagare Nippon!!,3DS,Valhalla Game Studios,Nintendo,,,0.4,,,0.4,,2016,12
937,6625,Fushigi no Dungeon 2: Fuurai no Shiren,SNES,ChunSoft,ChunSoft,,,0.4,,,0.4,0.0,1995,12
938,6626,Farming Simulator 2015,X360,Giants Software,Focus Home Interactive,,,0.4,0.24,0.12,,0.04,2015,05
939,6627,Tales of Legendia,PS2,Namco / Team MelFes,Namco,7.2,8.5,0.49,0.07,0.05,0.35,0.02,2006,02
940,6628,WipeOut 3 The Game,Wii,Behaviour Interactive,Activision,,,0.4,0.36,,,0.04,2012,09
941,6629,Star Wars The Clone Wars: Republic Heroes,DS,Krome Studios,LucasArts,5.9,,0.4,0.22,0.14,,0.04,2009,10
942,6630,NBA Live 2002,XB,EA Canada,EA Sports,,,0.4,0.35,0.03,,0.02,2001,11
943,6631,Star Wars: Clone Wars,GC,Pandemic Studios,LucasArts,7.3,,0.4,0.31,0.08,,0.01,2002,10
944,6632,Castlevania: Portrait of Ruin,DS,Konami,Konami,8.5,,0.4,0.31,0.02,0.04,0.03,2006,12
945,6633,Boku no Natsuyasumi,PS,Millennium Kitchen,Sony Computer Entertainment,,,0.4,,,0.37,0.03,2000,06
946,6634,Destiny: The Taken King,X360,Bungie,Activision,,,0.4,0.28,0.08,,0.04,2015,09
947,6635,Disney Sing It,PS3,Zoe Mode,Disney Interactive Studios,,,0.4,0.29,0.06,,0.04,2008,10
948,6636,I-Ninja,PS2,Argonaut Games,Namco,7.2,,0.4,0.19,0.15,,0.05,2003,11
949,6637,Armored Core V,PS3,From Software,Namco Bandai,,,0.4,0.09,0.04,0.24,0.02,2012,03
950,6638,Speed Racer: The Videogame,Wii,Sidhe Interactive,Warner Bros. Interactive,,,0.4,0.35,0.02,,0.03,2008,05
951,6639,Robot Roller-Derby Disco Dodgeball,PC,Erik Asmussen,Unknown,,,,,,,,,
952,6640,Command & Conquer,PS,Westwood Studios,Westwood Studios,8.4,,0.4,0.22,0.15,,0.03,1997,02
953,6641,Harvest Moon: Save the Homeland,PS2,Victor Interactive Software,Natsume,7.8,,0.4,0.19,0.15,,0.05,2001,11
954,6642,Littlest Pet Shop,Wii,EA Salt Lake,Electronic Arts,,,0.4,0.33,0.04,,0.03,2008,10
955,6643,SD Gundam G Generation Seed,PS2,Bandai,Bandai,,,0.4,,,0.4,,2004,02
956,6644,Call of Duty: Finest Hour,GC,EXAKT Entertainment,Activision,7.7,,0.4,0.31,0.08,,0.01,2004,11
957,6645,Naruto: Path of the Ninja,DS,TOSE,D3 Publisher,,,0.4,0.37,,,0.03,2007,10
958,6646,Sherlock Holmes: The Mystery of the Mummy,DS,Frogwares,Focus Home Interactive,,,0.4,0.06,0.3,,0.04,2009,07
959,6647,No More Heroes 2: Desperate Struggle    Read the review,Wii,Grasshopper Manufacture,Ubisoft,8.5,,0.4,0.2,0.11,0.04,0.03,2010,01
960,6648,Suzuki TT Superbikes,PS2,Jester Interactive,Valcon Games,,,0.4,0.33,0.01,,0.05,2005,08
961,6649,Tales of Destiny,PS2,Namco Tales Studio,Namco Bandai,,,0.52,,,0.52,,2006,11
962,6650,Planet 51,DS,Firebrand Games,Sega,,,0.39,0.22,0.14,,0.04,2009,11
963,6651,Skylanders Giants,WiiU,Unknown,Activision,,,0.39,0.23,0.13,,0.04,2012,11
964,6652,Rumble Roses,PS2,Yuke's Future Media Creators,Konami,,,0.39,0.19,0.15,,0.05,2004,11
