,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
410,411,Mario Kart 8,WiiU,Nintendo,Nintendo,8.8,N/A,7.69m,3.22m,2.55m,1.39m,0.54m,30th May 14
411,412,Monster Hunter Generations,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,413,Onimusha,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Mar 01
413,414,Tekken 3,PS,Namco,Namco,9.6,N/A,7.16m,3.27m,2.22m,1.40m,0.29m,29th Apr 98
414,415,Super Mario 3D All-Stars    Read the review,NS,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Sep 20
415,416,Monster Hunter 4,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
416,417,FIFA 16,PS4,EA Canada,EA Sports,8.5,N/A,8.22m,1.15m,5.77m,0.07m,1.23m,22nd Sep 15
417,418,Lego Star Wars II: The Original Trilogy,All,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
418,419,The Last of Us,PS3,Naughty Dog,Sony Computer Entertainment America,9.5,N/A,6.27m,2.41m,2.57m,0.29m,0.99m,14th Jun 13
419,420,GoldenEye 007,N64,Rare Ltd.,Nintendo,9.8,N/A,8.09m,5.80m,2.01m,0.13m,0.15m,25th Aug 97
420,421,Star Wars Battlefront (2015)    Read the review,PS4,EA DICE,Electronic Arts,7.1,N/A,8.03m,3.31m,3.19m,0.23m,1.30m,17th Nov 15
421,422,FIFA 13,PS3,EA Canada,EA Sports,N/A,N/A,8.01m,1.07m,5.13m,0.13m,1.68m,25th Sep 12
422,423,Ace Attorney,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Oct 05
423,424,Assassin's Creed,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
424,425,Cars,All,Rainbow Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
425,426,Grand Theft Auto: Liberty City Stories,All,Rockstar Leeds/North,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
426,427,Guitar Hero III: Legends of Rock,All,Neversoft,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
427,428,Halo 2,XB,Bungie Studios,Microsoft Game Studios,9.6,N/A,8.49m,6.82m,1.53m,0.05m,0.08m,09th Nov 04
428,429,Harry Potter and the Sorcerer's Stone,PS,Argonaut Games,Electronic Arts,8.0,N/A,3.73m,1.37m,2.00m,0.14m,0.22m,15th Nov 01
429,430,Inazuma Eleven,Series,Level 5,Level 5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Aug 08
430,431,Kinect Sports,Series,Rare,Microsoft Game Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Oct 10
431,432,Mortal Kombat 11,All,NetherRealm Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
432,433,Moto Racer,Series,SK Software International,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Sep 97
433,434,NBA 2K16,All,Visual Concepts,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
434,435,NBA 2K21,All,Visual Concepts,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
435,436,Sid Meier's Civilization V,PC,Firaxis Games,2K Games,8.9,N/A,1.70m,1.00m,0.53m,N/A,0.17m,21st Sep 10
436,437,Unreal,Series,Epic Games,GT Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd May 98
437,438,The Sims 3    Read the review,PC,EA Redwood Shores,Electronic Arts,8.5,N/A,7.96m,1.01m,6.46m,N/A,0.50m,02nd Jun 09
438,439,FIFA 09,All,EA Canada,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439,440,Resident Evil 2 (2019),All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440,441,Romance of the Three Kingdoms,Series,Koei,KOEI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Dec 85
441,442,Grand Theft Auto: Liberty City Stories,PSP,Rockstar Leeds,Rockstar Games,8.8,N/A,7.72m,2.90m,2.83m,0.24m,1.74m,25th Oct 05
442,443,Final Fantasy XII,All,Square Enix,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443,444,Final Fantasy XIII,All,Square Enix,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
444,445,Pac-Man,2600,Atari,Atari,N/A,N/A,7.81m,7.28m,0.45m,N/A,0.08m,01st Mar 82
445,446,Cyberpunk 2077,PC,CD Projekt Red Studio,CD Projekt Red Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 20
446,447,Magicka,Series,Arrowhead Game Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
447,448,God of War III    Read the review,PS3,SCEA Santa Monica Studio,Sony Computer Entertainment,9.2,9.4,4.81m,2.74m,1.36m,0.12m,0.60m,16th Mar 10
448,449,Pokémon Platinum Version,DS,Game Freak,Nintendo,8.3,8.9,7.72m,2.76m,1.73m,2.69m,0.54m,22nd Mar 09
449,450,The Legend of Zelda: Ocarina of Time,N64,Nintendo EAD,Nintendo,9.9,10.0,7.60m,4.10m,1.89m,1.45m,0.16m,23rd Nov 98
450,451,Jurassic Park,Series,Ocean Software,Ocean Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Dec 93
451,452,Call of Duty: Advanced Warfare,PS4,Sledgehammer Games,Activision,8.5,N/A,7.53m,2.84m,3.34m,0.14m,1.22m,04th Nov 14
452,453,Crysis,Series,Crytek,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Nov 07
453,454,Call of Duty: World at War    Read the review,X360,Treyarch,Activision,8.5,7.8,7.50m,4.88m,1.91m,N/A,0.71m,10th Nov 08
454,455,Baldur's Gate,Series,BioWare,Interplay Entertainment Corp.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jul 00
455,456,Super Mario Bros. 2,NES,Nintendo EAD,Nintendo,N/A,N/A,7.46m,5.39m,1.18m,0.70m,0.19m,01st Oct 88
456,457,Super Mario Galaxy 2    Read the review,Wii,Nintendo EAD Tokyo,Nintendo,9.7,9.8,7.57m,3.59m,2.37m,0.98m,0.62m,23rd May 10
457,458,Super Smash Bros. Melee,GC,HAL Laboratory,Nintendo,9.2,N/A,7.07m,4.41m,1.04m,1.39m,0.22m,02nd Dec 01
458,459,Trine,Series,Frozenbyte,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
459,460,Call of Duty: Black Ops 3,XOne,Treyarch,Activision,N/A,N/A,7.37m,4.63m,2.04m,0.02m,0.68m,06th Nov 15
460,461,Battlefield 3,X360,Dice,Electronic Arts,8.5,N/A,7.35m,4.47m,2.12m,0.06m,0.69m,25th Oct 11
461,462,Battlefield V,All,EA DICE,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
462,463,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,3DS,Level 5,Nintendo,N/A,N/A,3.65m,0.22m,0.20m,3.19m,0.04m,30th Sep 16
463,464,Ark,Series,Studio Wildcard,Studio Wildcard,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 17
464,465,The Legend of Zelda: Twilight Princess    Read the review,Wii,Nintendo EAD,Nintendo,9.5,9.6,7.18m,3.74m,2.16m,0.60m,0.69m,19th Nov 06
465,466,Battlefield 1,PS4,EA DICE,Electronic Arts,9.1,N/A,7.26m,2.20m,3.65m,0.29m,1.12m,21st Oct 16
466,467,Battlefield 3,PS3,Dice,Electronic Arts,8.5,N/A,7.21m,2.86m,2.94m,0.35m,1.07m,25th Oct 11
467,468,Oddworld,Series,Oddworld Inhabitants,GT Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Sep 97
468,469,Need for Speed Underground,PS2,EA Black Box,Electronic Arts,8.6,N/A,7.20m,3.27m,2.83m,0.08m,1.02m,17th Nov 03
469,470,Assassin's Creed: Brotherhood,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
470,471,Megami Tensei,Series,Atlus,Atlus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Oct 04
471,472,Monster Hunter World: Iceborne,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
472,473,The Binding of Isaac,PC,Edmund McMillen,Edmund McMillen,8.3,N/A,0.00m,N/A,0.00m,N/A,0.00m,28th Sep 11
473,1,Tetris,Series,Alexey Pajitnov,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jun 84
474,2,Super Mario,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jul 83
475,3,Pokemon,Series,Game Freak,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Sep 98
476,4,Grand Theft Auto,Series,Rockstar North,Rockstar Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 98
477,5,FIFA,Series,Extended Play Productions (1991-1997),EA Sports,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 93
478,6,Call of Duty,Series,Infinity Ward,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 03
479,7,Lego,Series,TT Fusion,Mindscape,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 97
480,8,Minecraft,Series,Mojang,Mojang,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Nov 11
481,9,Minecraft,All,Mojang AB,Mojang,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Nov 11
482,10,The Sims,Series,Maxis,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 00
483,11,Final Fantasy,Series,Square,Square,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 87
484,12,Assassin's Creed,Series,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Nov 07
485,13,Mario Kart,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 92
486,14,Need for Speed,Series,EA Black Box,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Aug 94
487,15,Grand Theft Auto V,All,Rockstar North,Rockstar Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 13
488,16,Madden NFL,Series,Park Place Productions,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 88
489,17,Wii Sports,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 06
490,18,NBA 2K,Series,Visual Concepts,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 99
491,19,The Legend of Zelda,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jul 87
492,20,Pro Evolution Soccer,Series,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Dec 95
493,21,Resident Evil,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Mar 96
494,22,Wii Sports,Wii,Nintendo EAD,Nintendo,7.7,N/A,82.65m,41.36m,29.02m,3.77m,8.51m,19th Nov 06
495,23,Dragon Quest,Series,ArtePiazza,Square,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th May 86
496,24,Halo,Series,Bungie,Microsoft Game Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 01
497,25,Tomb Raider,Series,Core Design,Eidos Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Nov 96
498,26,Gran Turismo,Series,Polyphony Digital,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th May 98
499,27,Battlefield,Series,EA DICE,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Sep 02
500,28,Sonic the Hedgehog,Series,Sonic Team,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jun 91
501,29,Worms,Series,Team17,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
502,30,Monster Hunter,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Sep 04
503,31,Just Dance,Series,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Nov 09
504,32,PlayerUnknown's Battlegrounds,All,PUBG Corporation,PUBG Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 17
505,33,PUBG,Series,PUBG Corporation,PUBG Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 17
506,34,WWE 2K,Series,Visual Concepts,THQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Mar 00
507,35,Animal Crossing,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Sep 02
508,36,Counter-Strike,Series,Valve,Valve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Nov 00
509,37,The Oregon Trail,Series,MECC,MECC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Dec 71
510,38,Super Smash Bros.,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 99
511,39,Donkey Kong,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jul 81
512,40,Borderlands,Series,Gearbox Software,2K Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 09
513,41,Dragon Ball,Series,Tose,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 86
514,42,The Elder Scrolls,Series,Bethesda Softworks,Bethesda Softworks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 94
515,43,Metal Gear,Series,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Jul 87
516,44,Mario Party,Series,Hudson Soft,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 99
517,45,Mortal Kombat,Series,Avalanche Software,Midway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 92
518,46,Red Dead,Series,Rockstar San Diego,Rockstar Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th May 04
519,47,Far Cry,Series,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Mar 04
520,48,God of War,Series,SIE Santa Monica Studio,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 05
521,49,Tekken,Series,Bandai Namco Studios,Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Dec 94
522,50,The Walking Dead: Telltale Games Series,Series,Telltale Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
523,51,Bejeweled,Series,PopCap Games,PopCap Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th May 01
524,52,Crash Bandicoot,Series,Naughty Dog,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 96
525,53,Diablo,Series,Blizzard North,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Jan 97
526,54,Lego Star Wars,Series,TT Fusion,Eidos Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 05
527,55,The Witcher,Series,CD Projekt Red Studio,Atari,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Oct 07
528,56,Fallout,Series,Interplay Entertainment,Interplay Productions,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Oct 97
529,57,Street Fighter,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 87
530,58,Warriors,Series,Omega Force,KOEI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 97
531,59,Uncharted,Series,Naughty Dog,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Nov 07
532,60,Civilization,Series,Firaxis Games,Microprose,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 91
533,61,Wii Fit,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st May 08
534,62,Star Wars: Battlefront,Series,Pandemic Studios,LucasArts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Sep 04
535,63,Harry Potter,Series,Griptonite Games,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 01
536,64,World of WarCraft,Series,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 04
537,65,Super Mario Bros.,NES,Nintendo EAD,Nintendo,10.0,8.2,40.24m,29.08m,3.58m,6.81m,0.77m,18th Oct 85
538,66,Kirby,Series,HAL Laboratory,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 92
539,67,Counter-Strike: Global Offensive,PC,Valve Corporation,Valve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Aug 12
540,68,Guitar Hero,Series,Harmonix,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Nov 05
541,69,Medal of Honor,Series,"2015, Inc.",Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 99
542,70,Mario Kart Wii    Read the review,Wii,Nintendo EAD,Nintendo,8.2,9.1,35.98m,15.91m,12.92m,3.80m,3.35m,27th Apr 08
543,71,PLAYERUNKNOWN'S BATTLEGROUNDS,PC,PUBG Corporation,PUBG Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Dec 17
544,72,Mega Man,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 87
545,73,Red Dead Redemption 2,All,Rockstar Studios,Rockstar Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 18
546,74,Tom Clancy's Rainbow Six,Series,Ubisoft,Red Storm Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Aug 98
547,75,Total War,Series,Creative Assembly,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Jun 00
548,76,NBA Live,Series,EA Canada,EA Sports,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 94
549,77,Terraria,Series,Re-Logic,505 Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th May 11
550,78,Terraria,All,Re-Logic,Re-Logic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th May 11
551,79,Tom Clancy's Ghost Recon,Series,Red Storm Entertainment,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Nov 01
552,80,The Witcher 3: Wild Hunt,All,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th May 15
553,81,BioShock,Series,Irrational Games,2K Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Aug 07
554,82,Brain Age,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Apr 06
555,83,Mario Kart 8 Deluxe,NS,Nintendo EPD,Nintendo,9.3,N/A,13.05m,5.05m,4.98m,2.11m,0.91m,28th Apr 17
556,84,Minecraft,PC,Mojang AB,Mojang,10.0,N/A,N/A,N/A,N/A,N/A,N/A,10th May 10
557,85,Wii Sports Resort    Read the review,Wii,Nintendo EAD,Nintendo,8.0,8.8,32.90m,15.61m,10.99m,3.29m,3.02m,26th Jul 09
558,86,Half-life,Series,Valve,Sierra Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 98
559,87,Spider-Man,Series,Parker Brothers,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
560,88,Kingdom Hearts,Series,Square,Square,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 02
561,89,Saints Row,Series,Volition,THQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Aug 06
562,90,Pokémon Red / Green / Blue Version,GB,Game Freak,Nintendo,9.4,N/A,31.37m,11.27m,8.89m,10.22m,1.00m,30th Sep 98
563,91,Animal Crossing: New Horizons    Read the review,NS,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Mar 20
564,92,Tony Hawk's,Series,Neversoft,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Sep 99
565,93,Tom Clancy's Splinter Cell,Series,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Nov 02
566,94,Age of Empires,Series,Ensemble Studios,Microsoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Oct 97
567,95,New Super Mario Bros.,DS,Nintendo EAD,Nintendo,9.1,8.1,29.85m,11.28m,9.19m,6.50m,2.89m,15th May 06
568,96,New Super Mario Bros. Wii    Read the review,Wii,Nintendo EAD,Nintendo,8.6,9.2,28.51m,14.53m,7.01m,4.70m,2.27m,15th Nov 09
569,97,Tetris,GB,Bullet Proof Software,Nintendo,N/A,N/A,30.26m,23.20m,2.26m,4.22m,0.58m,01st Jun 89
570,98,Call of Duty: Modern Warfare,All,Infinity Ward,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
571,99,Command & Conquer,Series,Westwood Studios,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 95
572,100,Diablo III,All,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th May 15
573,101,James Bond,Series,Richard Shepherd Software,Parker Bros.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 83
574,102,The Elder Scrolls V: Skyrim,All,Bethesda Game Studios,Bethesda Softworks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 11
575,103,Wii Play,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Feb 07
576,104,Nintendogs,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Aug 05
577,105,Duck Hunt,NES,Nintendo R&D1,Nintendo,N/A,N/A,28.31m,26.93m,0.63m,0.28m,0.47m,15th Oct 85
578,106,Wii Play    Read the review,Wii,Nintendo EAD,Nintendo,5.9,4.5,28.92m,13.96m,9.18m,2.93m,2.85m,12th Feb 07
579,107,Souls,Series,From Software,Atlus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Oct 09
580,108,Grand Theft Auto: San Andreas,All,Rockstar North,Rockstar Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 04
581,109,Portal,Series,Valve,Valve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Oct 07
582,110,FIFA 18,All,EA Vancouver,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 17
583,111,Yoshi,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 92
584,112,Ratchet & Clank,Series,Insomniac Games,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Nov 02
585,113,Rayman,Series,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Sep 95
586,114,Mario & Sonic at the Olympic Games,Series,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Nov 07
587,115,Call of Duty: Black Ops,All,Treyarch,Activision,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Nov 10
588,116,Farming Simulator,Series,Giants Software,Astragon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Apr 08
589,117,Grand Theft Auto IV,All,Rockstar North,Rockstar Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Dec 08
590,118,Human: Fall Flat,All,No Brakes Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
591,119,Puyo Puyo,Series,Compile,THQ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Feb 02
592,120,Tiger Woods PGA Tour,Series,EA Redwood Shores,EA Sports,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Aug 98
593,121,Batman: Arkham,Series,Rocksteady Studios,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Aug 09
594,122,Tales of,Series,Bandai Namco Studios,Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 98
595,123,Kinect Adventures!    Read the review,X360,Good Science Studio,Microsoft Game Studios,6.7,N/A,22.10m,15.09m,4.97m,0.24m,1.81m,04th Nov 10
596,124,Petz,Series,PF Magic,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
597,125,The Last of Us,Series,Naughty Dog,Sony Computer Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jun 13
598,126,Nintendogs,DS,Nintendo EAD,Nintendo,8.4,N/A,24.68m,9.05m,10.96m,1.93m,2.74m,23rd Aug 05
599,127,Mario Kart DS,DS,Nintendo EAD,Nintendo,9.1,9.4,23.26m,9.71m,7.51m,4.13m,1.91m,14th Nov 05
600,128,Jikkyo Powerful Pro Yakyu,Series,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Mar 94
601,129,Pokémon Gold / Silver Version,GB,Game Freak,Nintendo,9.2,N/A,23.10m,9.00m,6.18m,7.20m,0.71m,14th Oct 00
602,130,Devil May Cry,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 01
603,131,Football Manager,Series,Sports Interactive,Sega,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Nov 04
604,132,Gears of War,Series,Epic Games,Microsoft Game Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Nov 06
605,133,Super Smash Bros. Ultimate    Read the review,NS,Bandai Namco Games,Nintendo,9.4,9.7,8.95m,4.22m,1.72m,2.41m,0.61m,07th Dec 18
606,134,Wii Fit    Read the review,Wii,Nintendo EAD,Nintendo,7.9,N/A,22.70m,8.92m,8.03m,3.60m,2.15m,21st May 08
607,135,Borderlands 2,All,Gearbox Software,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
608,136,Call of Duty: Modern Warfare 2,All,Infinity Ward,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
609,137,Yu-Gi-Oh!,Series,Konami,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
610,138,Castlevania,Series,Konami,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 86
611,139,The Legend of Zelda: Breath of the Wild,NS,Nintendo EPD,Nintendo,9.9,10.0,9.46m,4.54m,2.94m,1.26m,0.73m,03rd Mar 17
612,140,Wii Fit Plus,Wii,Nintendo EAD,Nintendo,8.0,N/A,21.81m,9.01m,8.51m,2.53m,1.76m,04th Oct 09
613,141,Dynasty Warriors,Series,Omega Force,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
614,142,Imagine,Series,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 07
615,143,Super Mario World,SNES,Nintendo EAD,Nintendo,8.5,N/A,20.61m,12.78m,3.75m,3.54m,0.55m,13th Aug 91
616,144,Pokémon Sword / Shield    Read the review,NS,Game Freak,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 19
